REF_AREA,TIME_PERIOD,MEASURE,SEX,AGE,UNIT,OBS_VALUE,AGE
PRT,2020,PRABCQDD,M,0-9Y,NUM,13290.25,Y0T9
PRT,2020,PRABCQDD,M,10-19Y,NUM,14224.25,Y10T19
PRT,2020,PRABCQDD,M,20-29Y,NUM,30325,Y20T29
PRT,2020,PRABCQDD,M,30-39Y,NUM,36111.625,Y30T39
PRT,2020,PRABCQDD,M,40-49Y,NUM,61508.375,Y40T49
PRT,2020,PRABCQDD,M,50-59Y,NUM,89815.75,Y50T59
PRT,2020,PRABCQDD,M,60-69Y,NUM,131609.25,Y60T69
PRT,2020,PRABCQDD,M,70-79Y,NUM,135212.92,Y70T79
PRT,2020,PRABCQDD,M,80Y_OVER,NUM,111990.5,Y_GE80
PRT,2020,PRABCQDD,F,0-9Y,NUM,18781.25,Y0T9
PRT,2020,PRABCQDD,F,10-19Y,NUM,20976.75,Y10T19
PRT,2020,PRABCQDD,F,20-29Y,NUM,52751.668,Y20T29
PRT,2020,PRABCQDD,F,30-39Y,NUM,68851,Y30T39
PRT,2020,PRABCQDD,F,40-49Y,NUM,107664.75,Y40T49
PRT,2020,PRABCQDD,F,50-59Y,NUM,131103.88,Y50T59
PRT,2020,PRABCQDD,F,60-69Y,NUM,149265.05,Y60T69
PRT,2020,PRABCQDD,F,70-79Y,NUM,164835.13,Y70T79
PRT,2020,PRABCQDD,F,80Y_OVER,NUM,169028.75,Y_GE80
PRT,2021,PRABCQDD,M,0-9Y,NUM,10658.5,Y0T9
PRT,2021,PRABCQDD,M,10-19Y,NUM,9426.375,Y10T19
PRT,2021,PRABCQDD,M,20-29Y,NUM,26018.125,Y20T29
PRT,2021,PRABCQDD,M,30-39Y,NUM,31879.25,Y30T39
PRT,2021,PRABCQDD,M,40-49Y,NUM,53037.25,Y40T49
PRT,2021,PRABCQDD,M,50-59Y,NUM,83281.33334,Y50T59
PRT,2021,PRABCQDD,M,60-69Y,NUM,117683.25,Y60T69
PRT,2021,PRABCQDD,M,70-79Y,NUM,128148.1667,Y70T79
PRT,2021,PRABCQDD,M,80Y_OVER,NUM,100267.25,Y_GE80
PRT,2021,PRABCQDD,F,0-9Y,NUM,14327.25,Y0T9
PRT,2021,PRABCQDD,F,10-19Y,NUM,14749.5,Y10T19
PRT,2021,PRABCQDD,F,20-29Y,NUM,45667.41667,Y20T29
PRT,2021,PRABCQDD,F,30-39Y,NUM,57630.16667,Y30T39
PRT,2021,PRABCQDD,F,40-49Y,NUM,93899.5,Y40T49
PRT,2021,PRABCQDD,F,50-59Y,NUM,115267.4167,Y50T59
PRT,2021,PRABCQDD,F,60-69Y,NUM,133022.8333,Y60T69
PRT,2021,PRABCQDD,F,70-79Y,NUM,153218.75,Y70T79
PRT,2021,PRABCQDD,F,80Y_OVER,NUM,164232.7083,Y_GE80
PRT,2012,PRABCQDD,M,0-9Y,DEN,160504,Y0T9
PRT,2012,PRABCQDD,M,10-19Y,DEN,761877,Y10T19
PRT,2012,PRABCQDD,M,20-29Y,DEN,715534,Y20T29
PRT,2012,PRABCQDD,M,30-39Y,DEN,890325,Y30T39
PRT,2012,PRABCQDD,M,40-49Y,DEN,1006053,Y40T49
PRT,2012,PRABCQDD,M,50-59Y,DEN,1158775,Y50T59
PRT,2012,PRABCQDD,M,60-69Y,DEN,1379473,Y60T69
PRT,2012,PRABCQDD,M,70-79Y,DEN,1323380,Y70T79
PRT,2012,PRABCQDD,M,80Y_OVER,DEN,916903,Y_GE80
PRT,2012,PRABCQDD,F,0-9Y,DEN,154709,Y0T9
PRT,2012,PRABCQDD,F,10-19Y,DEN,926070,Y10T19
PRT,2012,PRABCQDD,F,20-29Y,DEN,1423494,Y20T29
PRT,2012,PRABCQDD,F,30-39Y,DEN,1979856,Y30T39
PRT,2012,PRABCQDD,F,40-49Y,DEN,2118048,Y40T49
PRT,2012,PRABCQDD,F,50-59Y,DEN,2359132,Y50T59
PRT,2012,PRABCQDD,F,60-69Y,DEN,2557089,Y60T69
PRT,2012,PRABCQDD,F,70-79Y,DEN,2533231,Y70T79
PRT,2012,PRABCQDD,F,80Y_OVER,DEN,1963547,Y_GE80
PRT,2015,PRABCQDD,M,0-9Y,DEN,117061,Y0T9
PRT,2015,PRABCQDD,M,10-19Y,DEN,671268,Y10T19
PRT,2015,PRABCQDD,M,20-29Y,DEN,603910,Y20T29
PRT,2015,PRABCQDD,M,30-39Y,DEN,723429,Y30T39
PRT,2015,PRABCQDD,M,40-49Y,DEN,883650,Y40T49
PRT,2015,PRABCQDD,M,50-59Y,DEN,1043529,Y50T59
PRT,2015,PRABCQDD,M,60-69Y,DEN,1252800,Y60T69
PRT,2015,PRABCQDD,M,70-79Y,DEN,1140074,Y70T79
PRT,2015,PRABCQDD,M,80Y_OVER,DEN,818779,Y_GE80
PRT,2015,PRABCQDD,F,0-9Y,DEN,115640,Y0T9
PRT,2015,PRABCQDD,F,10-19Y,DEN,779810,Y10T19
PRT,2015,PRABCQDD,F,20-29Y,DEN,1180547,Y20T29
PRT,2015,PRABCQDD,F,30-39Y,DEN,1644366,Y30T39
PRT,2015,PRABCQDD,F,40-49Y,DEN,1913304,Y40T49
PRT,2015,PRABCQDD,F,50-59Y,DEN,2176096,Y50T59
PRT,2015,PRABCQDD,F,60-69Y,DEN,2265284,Y60T69
PRT,2015,PRABCQDD,F,70-79Y,DEN,2169159,Y70T79
PRT,2015,PRABCQDD,F,80Y_OVER,DEN,1796925,Y_GE80
PRT,2016,PRABCQDD,M,0-9Y,DEN,114006,Y0T9
PRT,2016,PRABCQDD,M,10-19Y,DEN,655251,Y10T19
PRT,2016,PRABCQDD,M,20-29Y,DEN,626531,Y20T29
PRT,2016,PRABCQDD,M,30-39Y,DEN,717616,Y30T39
PRT,2016,PRABCQDD,M,40-49Y,DEN,913965,Y40T49
PRT,2016,PRABCQDD,M,50-59Y,DEN,1102820,Y50T59
PRT,2016,PRABCQDD,M,60-69Y,DEN,1324174,Y60T69
PRT,2016,PRABCQDD,M,70-79Y,DEN,1176598,Y70T79
PRT,2016,PRABCQDD,M,80Y_OVER,DEN,875237,Y_GE80
PRT,2016,PRABCQDD,F,0-9Y,DEN,112332,Y0T9
PRT,2016,PRABCQDD,F,10-19Y,DEN,767557,Y10T19
PRT,2016,PRABCQDD,F,20-29Y,DEN,1180800,Y20T29
PRT,2016,PRABCQDD,F,30-39Y,DEN,1569001,Y30T39
PRT,2016,PRABCQDD,F,40-49Y,DEN,1922079,Y40T49
PRT,2016,PRABCQDD,F,50-59Y,DEN,2219898,Y50T59
PRT,2016,PRABCQDD,F,60-69Y,DEN,2333526,Y60T69
PRT,2016,PRABCQDD,F,70-79Y,DEN,2205734,Y70T79
PRT,2016,PRABCQDD,F,80Y_OVER,DEN,1886392,Y_GE80
PRT,2017,PRABCQDD,M,0-9Y,DEN,457099.53,Y0T9
PRT,2017,PRABCQDD,M,10-19Y,DEN,412892.03,Y10T19
PRT,2017,PRABCQDD,M,20-29Y,DEN,362324.34,Y20T29
PRT,2017,PRABCQDD,M,30-39Y,DEN,413386.53,Y30T39
PRT,2017,PRABCQDD,M,40-49Y,DEN,545935.06,Y40T49
PRT,2017,PRABCQDD,M,50-59Y,DEN,677011.25,Y50T59
PRT,2017,PRABCQDD,M,60-69Y,DEN,804320.31,Y60T69
PRT,2017,PRABCQDD,M,70-79Y,DEN,699377.06,Y70T79
PRT,2017,PRABCQDD,M,80Y_OVER,DEN,500775.47,Y_GE80
PRT,2017,PRABCQDD,F,0-9Y,DEN,440611.72,Y0T9
PRT,2017,PRABCQDD,F,10-19Y,DEN,477994.22,Y10T19
PRT,2017,PRABCQDD,F,20-29Y,DEN,686807.31,Y20T29
PRT,2017,PRABCQDD,F,30-39Y,DEN,919794.69,Y30T39
PRT,2017,PRABCQDD,F,40-49Y,DEN,1180325,Y40T49
PRT,2017,PRABCQDD,F,50-59Y,DEN,1380456.3,Y50T59
PRT,2017,PRABCQDD,F,60-69Y,DEN,1422678,Y60T69
PRT,2017,PRABCQDD,F,70-79Y,DEN,1260145.3,Y70T79
PRT,2017,PRABCQDD,F,80Y_OVER,DEN,1058444.3,Y_GE80
PRT,2018,PRABCQDD,M,0-9Y,DEN,474825.84,Y0T9
PRT,2018,PRABCQDD,M,10-19Y,DEN,423600.59,Y10T19
PRT,2018,PRABCQDD,M,20-29Y,DEN,383859.22,Y20T29
PRT,2018,PRABCQDD,M,30-39Y,DEN,427467.22,Y30T39
PRT,2018,PRABCQDD,M,40-49Y,DEN,593358.5,Y40T49
PRT,2018,PRABCQDD,M,50-59Y,DEN,730779.31,Y50T59
PRT,2018,PRABCQDD,M,60-69Y,DEN,867158,Y60T69
PRT,2018,PRABCQDD,M,70-79Y,DEN,759497.88,Y70T79
PRT,2018,PRABCQDD,M,80Y_OVER,DEN,528269.81,Y_GE80
PRT,2018,PRABCQDD,F,0-9Y,DEN,457463.84,Y0T9
PRT,2018,PRABCQDD,F,10-19Y,DEN,484362.56,Y10T19
PRT,2018,PRABCQDD,F,20-29Y,DEN,710909,Y20T29
PRT,2018,PRABCQDD,F,30-39Y,DEN,939194.88,Y30T39
PRT,2018,PRABCQDD,F,40-49Y,DEN,1253209.3,Y40T49
PRT,2018,PRABCQDD,F,50-59Y,DEN,1499894.4,Y50T59
PRT,2018,PRABCQDD,F,60-69Y,DEN,1533620.3,Y60T69
PRT,2018,PRABCQDD,F,70-79Y,DEN,1340082.1,Y70T79
PRT,2018,PRABCQDD,F,80Y_OVER,DEN,1105004.4,Y_GE80
PRT,2019,PRABCQDD,M,0-9Y,DEN,451560.72,Y0T9
PRT,2019,PRABCQDD,M,10-19Y,DEN,410867.13,Y10T19
PRT,2019,PRABCQDD,M,20-29Y,DEN,376261.28,Y20T29
PRT,2019,PRABCQDD,M,30-39Y,DEN,403257.47,Y30T39
PRT,2019,PRABCQDD,M,40-49Y,DEN,556474.44,Y40T49
PRT,2019,PRABCQDD,M,50-59Y,DEN,708543.56,Y50T59
PRT,2019,PRABCQDD,M,60-69Y,DEN,850098.56,Y60T69
PRT,2019,PRABCQDD,M,70-79Y,DEN,750730.81,Y70T79
PRT,2019,PRABCQDD,M,80Y_OVER,DEN,532070.88,Y_GE80
PRT,2019,PRABCQDD,F,0-9Y,DEN,435931.22,Y0T9
PRT,2019,PRABCQDD,F,10-19Y,DEN,461490.94,Y10T19
PRT,2019,PRABCQDD,F,20-29Y,DEN,691563.75,Y20T29
PRT,2019,PRABCQDD,F,30-39Y,DEN,883539.63,Y30T39
PRT,2019,PRABCQDD,F,40-49Y,DEN,1189398.3,Y40T49
PRT,2019,PRABCQDD,F,50-59Y,DEN,1435610.3,Y50T59
PRT,2019,PRABCQDD,F,60-69Y,DEN,1501221.1,Y60T69
PRT,2019,PRABCQDD,F,70-79Y,DEN,1326100.9,Y70T79
PRT,2019,PRABCQDD,F,80Y_OVER,DEN,1126109.1,Y_GE80
PRT,2020,PRABCQDD,M,0-9Y,DEN,211051.11,Y0T9
PRT,2020,PRABCQDD,M,10-19Y,DEN,256086.14,Y10T19
PRT,2020,PRABCQDD,M,20-29Y,DEN,277402.5,Y20T29
PRT,2020,PRABCQDD,M,30-39Y,DEN,278965.97,Y30T39
PRT,2020,PRABCQDD,M,40-49Y,DEN,416801.19,Y40T49
PRT,2020,PRABCQDD,M,50-59Y,DEN,530733.75,Y50T59
PRT,2020,PRABCQDD,M,60-69Y,DEN,647242.81,Y60T69
PRT,2020,PRABCQDD,M,70-79Y,DEN,590556.75,Y70T79
PRT,2020,PRABCQDD,M,80Y_OVER,DEN,441570.97,Y_GE80
PRT,2020,PRABCQDD,F,0-9Y,DEN,214150.81,Y0T9
PRT,2020,PRABCQDD,F,10-19Y,DEN,294499,Y10T19
PRT,2020,PRABCQDD,F,20-29Y,DEN,532602.31,Y20T29
PRT,2020,PRABCQDD,F,30-39Y,DEN,642431.56,Y30T39
PRT,2020,PRABCQDD,F,40-49Y,DEN,916755.06,Y40T49
PRT,2020,PRABCQDD,F,50-59Y,DEN,1083111.8,Y50T59
PRT,2020,PRABCQDD,F,60-69Y,DEN,1147517.3,Y60T69
PRT,2020,PRABCQDD,F,70-79Y,DEN,1048582.1,Y70T79
PRT,2020,PRABCQDD,F,80Y_OVER,DEN,920260.38,Y_GE80
PRT,2021,PRABCQDD,M,0-9Y,DEN,153036.5598,Y0T9
PRT,2021,PRABCQDD,M,10-19Y,DEN,189170.8137,Y10T19
PRT,2021,PRABCQDD,M,20-29Y,DEN,248836.274,Y20T29
PRT,2021,PRABCQDD,M,30-39Y,DEN,246287.2271,Y30T39
PRT,2021,PRABCQDD,M,40-49Y,DEN,359683.2929,Y40T49
PRT,2021,PRABCQDD,M,50-59Y,DEN,503688.7121,Y50T59
PRT,2021,PRABCQDD,M,60-69Y,DEN,602109.9038,Y60T69
PRT,2021,PRABCQDD,M,70-79Y,DEN,547683.1687,Y70T79
PRT,2021,PRABCQDD,M,80Y_OVER,DEN,389056.5581,Y_GE80
PRT,2021,PRABCQDD,F,0-9Y,DEN,158601.6044,Y0T9
PRT,2021,PRABCQDD,F,10-19Y,DEN,234606.289,Y10T19
PRT,2021,PRABCQDD,F,20-29Y,DEN,482430.3097,Y20T29
PRT,2021,PRABCQDD,F,30-39Y,DEN,555958.3499,Y30T39
PRT,2021,PRABCQDD,F,40-49Y,DEN,820046.2955,Y40T49
PRT,2021,PRABCQDD,F,50-59Y,DEN,991907.4289,Y50T59
PRT,2021,PRABCQDD,F,60-69Y,DEN,1050354.052,Y60T69
PRT,2021,PRABCQDD,F,70-79Y,DEN,975323.0472,Y70T79
PRT,2021,PRABCQDD,F,80Y_OVER,DEN,869594.6957,Y_GE80
PRT,2012,PRABOUDD,M,0-9Y,NUM,161141,Y0T9
PRT,2012,PRABOUDD,M,10-19Y,NUM,764448,Y10T19
PRT,2012,PRABOUDD,M,20-29Y,NUM,716534,Y20T29
PRT,2012,PRABOUDD,M,30-39Y,NUM,889351,Y30T39
PRT,2012,PRABOUDD,M,40-49Y,NUM,1010867,Y40T49
PRT,2012,PRABOUDD,M,50-59Y,NUM,1168915,Y50T59
PRT,2012,PRABOUDD,M,60-69Y,NUM,1401843,Y60T69
PRT,2012,PRABOUDD,M,70-79Y,NUM,1360949,Y70T79
PRT,2012,PRABOUDD,M,80Y_OVER,NUM,984194,Y_GE80
PRT,2012,PRABOUDD,F,0-9Y,NUM,154932,Y0T9
PRT,2012,PRABOUDD,F,10-19Y,NUM,930265,Y10T19
PRT,2012,PRABOUDD,F,20-29Y,NUM,1426962,Y20T29
PRT,2012,PRABOUDD,F,30-39Y,NUM,1993742,Y30T39
PRT,2012,PRABOUDD,F,40-49Y,NUM,2132078,Y40T49
PRT,2012,PRABOUDD,F,50-59Y,NUM,2380136,Y50T59
PRT,2012,PRABOUDD,F,60-69Y,NUM,2591085,Y60T69
PRT,2012,PRABOUDD,F,70-79Y,NUM,2584233,Y70T79
PRT,2012,PRABOUDD,F,80Y_OVER,NUM,2056873,Y_GE80
PRT,2015,PRABOUDD,M,0-9Y,NUM,113391,Y0T9
PRT,2015,PRABOUDD,M,10-19Y,NUM,659809,Y10T19
PRT,2015,PRABOUDD,M,20-29Y,NUM,583567,Y20T29
PRT,2015,PRABOUDD,M,30-39Y,NUM,697178,Y30T39
PRT,2015,PRABOUDD,M,40-49Y,NUM,861628,Y40T49
PRT,2015,PRABOUDD,M,50-59Y,NUM,1031395,Y50T59
PRT,2015,PRABOUDD,M,60-69Y,NUM,1241528,Y60T69
PRT,2015,PRABOUDD,M,70-79Y,NUM,1147410,Y70T79
PRT,2015,PRABOUDD,M,80Y_OVER,NUM,874529,Y_GE80
PRT,2015,PRABOUDD,F,0-9Y,NUM,112326,Y0T9
PRT,2015,PRABOUDD,F,10-19Y,NUM,769085,Y10T19
PRT,2015,PRABOUDD,F,20-29Y,NUM,1147425,Y20T29
PRT,2015,PRABOUDD,F,30-39Y,NUM,1608483,Y30T39
PRT,2015,PRABOUDD,F,40-49Y,NUM,1884149,Y40T49
PRT,2015,PRABOUDD,F,50-59Y,NUM,2146329,Y50T59
PRT,2015,PRABOUDD,F,60-69Y,NUM,2244615,Y60T69
PRT,2015,PRABOUDD,F,70-79Y,NUM,2151463,Y70T79
PRT,2015,PRABOUDD,F,80Y_OVER,NUM,1860538,Y_GE80
PRT,2016,PRABOUDD,M,0-9Y,NUM,110548,Y0T9
PRT,2016,PRABOUDD,M,10-19Y,NUM,643454,Y10T19
PRT,2016,PRABOUDD,M,20-29Y,NUM,601635,Y20T29
PRT,2016,PRABOUDD,M,30-39Y,NUM,689616,Y30T39
PRT,2016,PRABOUDD,M,40-49Y,NUM,889267,Y40T49
PRT,2016,PRABOUDD,M,50-59Y,NUM,1088844,Y50T59
PRT,2016,PRABOUDD,M,60-69Y,NUM,1318229,Y60T69
PRT,2016,PRABOUDD,M,70-79Y,NUM,1196819,Y70T79
PRT,2016,PRABOUDD,M,80Y_OVER,NUM,945646,Y_GE80
PRT,2016,PRABOUDD,F,0-9Y,NUM,109102,Y0T9
PRT,2016,PRABOUDD,F,10-19Y,NUM,755672,Y10T19
PRT,2016,PRABOUDD,F,20-29Y,NUM,1149241,Y20T29
PRT,2016,PRABOUDD,F,30-39Y,NUM,1537133,Y30T39
PRT,2016,PRABOUDD,F,40-49Y,NUM,1898047,Y40T49
PRT,2016,PRABOUDD,F,50-59Y,NUM,2195903,Y50T59
PRT,2016,PRABOUDD,F,60-69Y,NUM,2314592,Y60T69
PRT,2016,PRABOUDD,F,70-79Y,NUM,2214247,Y70T79
PRT,2016,PRABOUDD,F,80Y_OVER,NUM,1976349,Y_GE80
PRT,2017,PRABOUDD,M,0-9Y,NUM,446379.81,Y0T9
PRT,2017,PRABOUDD,M,10-19Y,NUM,407614.69,Y10T19
PRT,2017,PRABOUDD,M,20-29Y,NUM,351462.22,Y20T29
PRT,2017,PRABOUDD,M,30-39Y,NUM,401088.91,Y30T39
PRT,2017,PRABOUDD,M,40-49Y,NUM,537603.13,Y40T49
PRT,2017,PRABOUDD,M,50-59Y,NUM,670134.5,Y50T59
PRT,2017,PRABOUDD,M,60-69Y,NUM,808302,Y60T69
PRT,2017,PRABOUDD,M,70-79Y,NUM,715708.75,Y70T79
PRT,2017,PRABOUDD,M,80Y_OVER,NUM,550749.94,Y_GE80
PRT,2017,PRABOUDD,F,0-9Y,NUM,431517.53,Y0T9
PRT,2017,PRABOUDD,F,10-19Y,NUM,472406.28,Y10T19
PRT,2017,PRABOUDD,F,20-29Y,NUM,672585.88,Y20T29
PRT,2017,PRABOUDD,F,30-39Y,NUM,906657.69,Y30T39
PRT,2017,PRABOUDD,F,40-49Y,NUM,1173248,Y40T49
PRT,2017,PRABOUDD,F,50-59Y,NUM,1376398.9,Y50T59
PRT,2017,PRABOUDD,F,60-69Y,NUM,1425631.1,Y60T69
PRT,2017,PRABOUDD,F,70-79Y,NUM,1272354.4,Y70T79
PRT,2017,PRABOUDD,F,80Y_OVER,NUM,1122598.5,Y_GE80
PRT,2018,PRABOUDD,M,0-9Y,NUM,461889.97,Y0T9
PRT,2018,PRABOUDD,M,10-19Y,NUM,416978.03,Y10T19
PRT,2018,PRABOUDD,M,20-29Y,NUM,371501.69,Y20T29
PRT,2018,PRABOUDD,M,30-39Y,NUM,414060.44,Y30T39
PRT,2018,PRABOUDD,M,40-49Y,NUM,579990.31,Y40T49
PRT,2018,PRABOUDD,M,50-59Y,NUM,722752.44,Y50T59
PRT,2018,PRABOUDD,M,60-69Y,NUM,864835.81,Y60T69
PRT,2018,PRABOUDD,M,70-79Y,NUM,771027.81,Y70T79
PRT,2018,PRABOUDD,M,80Y_OVER,NUM,571680.94,Y_GE80
PRT,2018,PRABOUDD,F,0-9Y,NUM,446519.59,Y0T9
PRT,2018,PRABOUDD,F,10-19Y,NUM,477851.19,Y10T19
PRT,2018,PRABOUDD,F,20-29Y,NUM,693810.88,Y20T29
PRT,2018,PRABOUDD,F,30-39Y,NUM,923702.06,Y30T39
PRT,2018,PRABOUDD,F,40-49Y,NUM,1239443.5,Y40T49
PRT,2018,PRABOUDD,F,50-59Y,NUM,1488860.5,Y50T59
PRT,2018,PRABOUDD,F,60-69Y,NUM,1527710.1,Y60T69
PRT,2018,PRABOUDD,F,70-79Y,NUM,1344715.3,Y70T79
PRT,2018,PRABOUDD,F,80Y_OVER,NUM,1167436.5,Y_GE80
PRT,2019,PRABOUDD,M,0-9Y,NUM,432621.5,Y0T9
PRT,2019,PRABOUDD,M,10-19Y,NUM,397647.19,Y10T19
PRT,2019,PRABOUDD,M,20-29Y,NUM,359508.66,Y20T29
PRT,2019,PRABOUDD,M,30-39Y,NUM,384578.84,Y30T39
PRT,2019,PRABOUDD,M,40-49Y,NUM,536983.88,Y40T49
PRT,2019,PRABOUDD,M,50-59Y,NUM,691609.38,Y50T59
PRT,2019,PRABOUDD,M,60-69Y,NUM,832762.56,Y60T69
PRT,2019,PRABOUDD,M,70-79Y,NUM,749876.25,Y70T79
PRT,2019,PRABOUDD,M,80Y_OVER,NUM,564837,Y_GE80
PRT,2019,PRABOUDD,F,0-9Y,NUM,419294.56,Y0T9
PRT,2019,PRABOUDD,F,10-19Y,NUM,447725.97,Y10T19
PRT,2019,PRABOUDD,F,20-29Y,NUM,663585.44,Y20T29
PRT,2019,PRABOUDD,F,30-39Y,NUM,852176.31,Y30T39
PRT,2019,PRABOUDD,F,40-49Y,NUM,1158600.6,Y40T49
PRT,2019,PRABOUDD,F,50-59Y,NUM,1402618,Y50T59
PRT,2019,PRABOUDD,F,60-69Y,NUM,1472499.3,Y60T69
PRT,2019,PRABOUDD,F,70-79Y,NUM,1306926,Y70T79
PRT,2019,PRABOUDD,F,80Y_OVER,NUM,1165327.6,Y_GE80
PRT,2020,PRABOUDD,M,0-9Y,NUM,207519.42,Y0T9
PRT,2020,PRABOUDD,M,10-19Y,NUM,254133.42,Y10T19
PRT,2020,PRABOUDD,M,20-29Y,NUM,270887,Y20T29
PRT,2020,PRABOUDD,M,30-39Y,NUM,271125.84,Y30T39
PRT,2020,PRABOUDD,M,40-49Y,NUM,410818.09,Y40T49
PRT,2020,PRABOUDD,M,50-59Y,NUM,526266.19,Y50T59
PRT,2020,PRABOUDD,M,60-69Y,NUM,648636.25,Y60T69
PRT,2020,PRABOUDD,M,70-79Y,NUM,604456.88,Y70T79
PRT,2020,PRABOUDD,M,80Y_OVER,NUM,493360.81,Y_GE80
PRT,2020,PRABOUDD,F,0-9Y,NUM,211313.61,Y0T9
PRT,2020,PRABOUDD,F,10-19Y,NUM,291277.22,Y10T19
PRT,2020,PRABOUDD,F,20-29Y,NUM,523708.22,Y20T29
PRT,2020,PRABOUDD,F,30-39Y,NUM,631483.06,Y30T39
PRT,2020,PRABOUDD,F,40-49Y,NUM,908634.56,Y40T49
PRT,2020,PRABOUDD,F,50-59Y,NUM,1073838.1,Y50T59
PRT,2020,PRABOUDD,F,60-69Y,NUM,1142494.5,Y60T69
PRT,2020,PRABOUDD,F,70-79Y,NUM,1056419.9,Y70T79
PRT,2020,PRABOUDD,F,80Y_OVER,NUM,989418.88,Y_GE80
PRT,2021,PRABOUDD,M,0-9Y,NUM,143432.2585,Y0T9
PRT,2021,PRABOUDD,M,10-19Y,NUM,184292.8623,Y10T19
PRT,2021,PRABOUDD,M,20-29Y,NUM,239360.3558,Y20T29
PRT,2021,PRABOUDD,M,30-39Y,NUM,235140.6233,Y30T39
PRT,2021,PRABOUDD,M,40-49Y,NUM,348397.8081,Y40T49
PRT,2021,PRABOUDD,M,50-59Y,NUM,491093.7249,Y50T59
PRT,2021,PRABOUDD,M,60-69Y,NUM,594262.0974,Y60T69
PRT,2021,PRABOUDD,M,70-79Y,NUM,552532.815,Y70T79
PRT,2021,PRABOUDD,M,80Y_OVER,NUM,431645.3821,Y_GE80
PRT,2021,PRABOUDD,F,0-9Y,NUM,150115.0494,Y0T9
PRT,2021,PRABOUDD,F,10-19Y,NUM,228784.04,Y10T19
PRT,2021,PRABOUDD,F,20-29Y,NUM,467011.925,Y20T29
PRT,2021,PRABOUDD,F,30-39Y,NUM,539384.4827,Y30T39
PRT,2021,PRABOUDD,F,40-49Y,NUM,802160.7259,Y40T49
PRT,2021,PRABOUDD,F,50-59Y,NUM,972549.266,Y50T59
PRT,2021,PRABOUDD,F,60-69Y,NUM,1032920.647,Y60T69
PRT,2021,PRABOUDD,F,70-79Y,NUM,968050.0442,Y70T79
PRT,2021,PRABOUDD,F,80Y_OVER,NUM,924792.687,Y_GE80
PRT,2012,PRABOUDD,M,0-9Y,DEN,471950,Y0T9
PRT,2012,PRABOUDD,M,10-19Y,DEN,555331,Y10T19
PRT,2012,PRABOUDD,M,20-29Y,DEN,603849,Y20T29
PRT,2012,PRABOUDD,M,30-39Y,DEN,796207,Y30T39
PRT,2012,PRABOUDD,M,40-49Y,DEN,763643,Y40T49
PRT,2012,PRABOUDD,M,50-59Y,DEN,667528,Y50T59
PRT,2012,PRABOUDD,M,60-69Y,DEN,545386,Y60T69
PRT,2012,PRABOUDD,M,70-79Y,DEN,394324,Y70T79
PRT,2012,PRABOUDD,M,80Y_OVER,DEN,218655,Y_GE80
PRT,2012,PRABOUDD,F,0-9Y,DEN,448734,Y0T9
PRT,2012,PRABOUDD,F,10-19Y,DEN,536426,Y10T19
PRT,2012,PRABOUDD,F,20-29Y,DEN,608437,Y20T29
PRT,2012,PRABOUDD,F,30-39Y,DEN,827228,Y30T39
PRT,2012,PRABOUDD,F,40-49Y,DEN,798114,Y40T49
PRT,2012,PRABOUDD,F,50-59Y,DEN,717395,Y50T59
PRT,2012,PRABOUDD,F,60-69Y,DEN,623947,Y60T69
PRT,2012,PRABOUDD,F,70-79Y,DEN,507946,Y70T79
PRT,2012,PRABOUDD,F,80Y_OVER,DEN,389957,Y_GE80
PRT,2015,PRABOUDD,M,0-9Y,DEN,418099,Y0T9
PRT,2015,PRABOUDD,M,10-19Y,DEN,530836,Y10T19
PRT,2015,PRABOUDD,M,20-29Y,DEN,535968,Y20T29
PRT,2015,PRABOUDD,M,30-39Y,DEN,664816,Y30T39
PRT,2015,PRABOUDD,M,40-49Y,DEN,719574,Y40T49
PRT,2015,PRABOUDD,M,50-59Y,DEN,651769,Y50T59
PRT,2015,PRABOUDD,M,60-69Y,DEN,553780,Y60T69
PRT,2015,PRABOUDD,M,70-79Y,DEN,402130,Y70T79
PRT,2015,PRABOUDD,M,80Y_OVER,DEN,241752,Y_GE80
PRT,2015,PRABOUDD,F,0-9Y,DEN,397168,Y0T9
PRT,2015,PRABOUDD,F,10-19Y,DEN,512981,Y10T19
PRT,2015,PRABOUDD,F,20-29Y,DEN,551834,Y20T29
PRT,2015,PRABOUDD,F,30-39Y,DEN,731554,Y30T39
PRT,2015,PRABOUDD,F,40-49Y,DEN,784727,Y40T49
PRT,2015,PRABOUDD,F,50-59Y,DEN,721346,Y50T59
PRT,2015,PRABOUDD,F,60-69Y,DEN,632660,Y60T69
PRT,2015,PRABOUDD,F,70-79Y,DEN,509150,Y70T79
PRT,2015,PRABOUDD,F,80Y_OVER,DEN,420765,Y_GE80
PRT,2016,PRABOUDD,M,0-9Y,DEN,159418,Y0T9
PRT,2016,PRABOUDD,M,10-19Y,DEN,143848,Y10T19
PRT,2016,PRABOUDD,M,20-29Y,DEN,119727,Y20T29
PRT,2016,PRABOUDD,M,30-39Y,DEN,161695,Y30T39
PRT,2016,PRABOUDD,M,40-49Y,DEN,256483,Y40T49
PRT,2016,PRABOUDD,M,50-59Y,DEN,345276,Y50T59
PRT,2016,PRABOUDD,M,60-69Y,DEN,402859,Y60T69
PRT,2016,PRABOUDD,M,70-79Y,DEN,334694,Y70T79
PRT,2016,PRABOUDD,M,80Y_OVER,DEN,199011,Y_GE80
